iter	RMSE
286	946.9403498
287	946.01000132288	945.05399792289	944.16513392290	943.29654052291	942.44750082292	939.10334829293	938.27178429294	937.41450129295	936.42359829296	935.45796529297	934.6717951
298	933.7715671
299	932.0268887
300	931.2717337
301	930.533887
302	928.8567654
303	928.1083464
304	927.2631269
305	926.5741768
306	924.9945353
307	923.9167137
308	920.6135478
309	919.9492925
310	919.2145098
311	918.5659007
312	915.2926192
313	912.6827168
314	909.2819082
315	908.6449967
316	905.6980147
317	905.0729267
318	904.3984276
319	903.747375
320	901.0398803
321	898.3671474
322	897.771411
323	895.2014914
324	894.5779142
325	893.9539135
326	893.3466676
327	892.7927462
328	891.1399382
329	890.6228248
330	889.6738316
331	888.6021541
332	885.6686434
333	885.0853421
334	884.5136874
335	882.3060019
336	881.7539385
337	881.151921
338	880.6527679
339	878.5179379
340	878.0295144
341	877.1953126
342	876.7309603
343	874.2324537
344	872.479846
345	872.0380602
346	871.618382
347	871.1242214
348	869.0465471
349	866.6416082
350	866.1370539
351	865.7182064
352	865.3135587
353	864.8969663
354	864.4888468
355	863.1410958
356	861.9359162
357	861.5446936
358	861.1622989
359	858.8250441
360	858.4704674
361	856.4815696
362	856.1297696
363	855.7956723
364	853.9969558
365	852.0911951
366	851.7421013
367	851.4123357
368	850.9797701
369	850.6692845
370	848.2767759
371	847.2084475
372	846.8669175
373	846.5633236
374	846.2712899
375	845.9817716
376	844.1102486
377	843.6439815
378	843.3681337
379	841.5657453
380	841.2901791
381	840.273204
382	839.2875243
383	839.062105
384	838.8382485
385	838.5383076
386	837.4975409
387	837.1016183
388	835.4310329
389	835.1477558
390	834.9105069
391	834.5379669
392	834.2561574
393	832.1237244
394	831.8491642
395	831.5815198
396	831.2118495
397	831.0155683
398	829.388244
399	828.4643531
400	828.2710741
401	828.0191755
402	826.3080521
403	825.4142156
404	825.1733967
405	823.5517296
406	823.308992
407	821.6775653
408	819.9902098
409	818.7383422
410	816.6753111
411	815.1557471
412	814.9257788
413	814.6232766
414	814.3282991
415	814.0993165
416	813.8123299
417	813.6209506
418	813.4031004
419	813.1909962
420	811.5203354
421	809.973714
422	809.1814638
423	808.4283513
424	807.4249446
425	807.2028481
426	806.0139248
427	805.8459262
428	805.6763128
429	805.5108222
430	805.2179169
431	804.5020847
432	804.2324415
433	803.548833
434	802.9326282
435	801.77409
436	801.1867546
437	799.8323624
438	799.6553363
439	799.5137872
440	798.3835149
441	796.7015434
442	795.807271
443	794.7163599
444	794.4916868
445	792.3423378
446	791.1132822
447	789.954467
448	789.5945651
449	789.2453307
450	787.4070957
451	787.1120081
452	786.7748731
453	785.7379711
454	785.4116234
455	785.0967669
456	784.8772804
457	783.3444907
458	782.0644152
459	780.4789574
460	780.1777827
461	779.8905063
462	778.3450705
463	778.057272
464	776.5486687
465	775.5412866
466	774.0681909
467	773.8222071
468	773.5557555
469	773.2840611
470	772.0080783
471	770.0888874
472	769.8233892
473	768.3262303
474	768.0754264
475	767.6170293
476	767.4350481
477	767.2184508
478	765.862244
479	765.5975127
480	764.6522882
481	763.1854197
482	761.4939898
483	759.8101943
484	758.8367364
485	757.4110501
486	756.0184556
487	754.6593368
488	754.4632048
489	752.9901582
490	751.8137017
491	750.4998844
492	750.2812376
493	748.9991525
494	748.0444057
495	746.7903603
496	746.5804918
497	745.2528328
498	744.7303019
499	743.1103781
500	742.2259902
501	741.0214912
502	740.3210379
503	739.0875622
504	737.8860135
505	736.712874
506	735.6055249
507	734.4830489
508	733.3870839
509	732.3182349
510	731.274243
511	730.3280956
512	729.1474776
513	727.6400006
514	727.0584951
515	725.5560177
516	724.5466423
517	723.6347501
518	722.7080416
519	722.5258905
520	721.5369086
521	720.5722114
522	720.3940016
523	719.4521858
524	718.3376512
525	717.4103424
526	716.8513308
527	715.9289747
528	715.0554219
529	713.9475417
530	712.8896066
531	712.0342097
532	711.1989246
533	710.3878683
534	709.5707776
535	709.4009399
536	709.2358055
537	708.214764
538	707.4137996
539	707.2547495
540	706.4723858
541	705.7084551
542	704.9932597
543	704.1439363
544	704.0028314
545	703.2940753
546	702.4085449
547	701.6920419
548	700.1623374
549	699.1741972
550	699.0245181
551	698.8789567
552	698.0794287
553	697.9390041
554	697.0632295
555	696.9536414
556	696.1403727
557	695.4733374
558	694.0066771
559	692.5652885
560	691.8095052
561	691.0764312
562	690.2285238
563	689.4505143
564	688.7802592
565	688.1006574
566	687.5477917
567	686.6750516
568	685.9727284
569	685.01281
570	684.4883968
571	683.8973489
572	682.563481
573	681.2875258
574	680.7287663
575	680.3333203
576	679.6499658
577	678.8520133
578	678.2075546
579	677.55265
580	676.672815
581	676.0456799
582	675.4778453
583	674.9418909
584	674.3305629
585	673.7703099
586	673.520414
587	672.971146
588	672.4437469
589	671.795418
590	671.1103609
591	670.4455021
592	669.9083814
593	669.2867478
594	668.7710807
595	668.1742309
596	667.5685117
597	666.9977035
598	666.4190275
599	666.001697
600	665.503471
601	664.9686422
602	663.7759293
603	663.2305311
604	662.5109988
605	661.8516349
606	660.9909814
607	660.6250111
608	659.1094939
609	658.7456931
610	658.3609467
611	657.9270515
612	657.2610384
613	656.8189349
614	656.3746364
615	655.9527879
616	655.452841
617	655.0307374
618	653.7800665
619	652.3426772
620	651.9282054
621	651.4128899
622	651.0158708
623	650.3567971
624	649.87068
625	648.910539
626	648.4170848
627	648.0298318
628	647.285639
629	646.8383062
630	646.4554246
631	645.7964711
632	645.7270858
633	644.6538633
634	644.4601241
635	644.0850317
636	643.7168883
637	643.3560807
638	642.914068
639	642.4409905
640	641.937847
641	641.654015
642	641.0129538
643	640.6720512
644	640.3049471
645	639.946032
646	639.0704729
647	637.8757726
648	637.8004204
649	637.4555913
650	636.7590916
651	635.6023095
652	635.321917
653	635.248688
654	634.9153568
655	634.5035977
656	634.1600376
657	633.7469371
658	633.3287958
659	633.2504181
660	632.9213403
661	632.5470008
662	631.7003866
663	631.3180188
664	630.9369214
665	630.6222163
666	629.6610754
667	629.3394242
668	629.2747274
669	628.9621626
670	628.7651092
671	628.4567242
672	628.4007768
673	628.0953265
674	627.312352
675	626.4995628
676	626.199267
677	625.8532469
678	625.3951516
679	624.9937958
680	624.3270393
681	623.4985378
682	622.9128496
683	622.1193395
684	622.0616356
685	621.1614739
686	620.6411852
687	619.8935334
688	619.5618853
689	618.6841144
690	617.8161938
691	616.9796261
692	616.7032686
693	616.1582107
694	615.8025238
695	614.8559
696	614.0662369
697	613.848628
698	613.206544
699	612.8313156
700	612.3586321
701	612.023231
702	611.2601247
703	610.6932151
704	610.0264512
705	609.3569543
706	609.0297915
707	608.3027049
708	607.9263188
709	607.2195219
710	606.9704167
711	606.9174674
712	606.5370168
713	606.2938108
714	605.97729
715	604.9316784
716	604.4248957
717	603.7052117
718	603.4662764
719	602.4279023
720	602.3423197
721	601.6602678
722	601.0557284
723	601.0011317
724	600.7646801
725	600.0677475
726	599.689405
727	599.3987087
728	599.1782675
729	598.8997198
730	598.2946796
731	597.6335931
732	597.5844082
733	597.096701
734	596.6047955
735	596.2734546
736	596.0591758
737	595.5631452
738	595.1993929
739	594.6279235
740	594.4150912
741	594.2034043
742	593.9821029
743	593.9319703
744	593.4536558
745	593.3240537
746	593.2778436
747	592.9686211
748	592.4891249
749	591.8564001
750	591.438069
751	591.1511243
752	590.8007609
753	590.481078
754	590.0787082
755	589.5943198
756	589.0508412
757	588.7508733
758	588.2853645
759	587.9666854
760	587.6692571
761	587.5524824
762	587.3912026
763	587.1504975
764	586.9509078
765	586.5705649
766	586.2103255
767	585.9413815
768	585.2992451
769	584.9137173
770	584.6966986
771	584.3649108
772	584.0115367
773	583.9306396
774	583.6321633
775	583.1992052
776	582.9075521
777	582.6354221
778	582.1103288
779	581.9024746
780	581.5873113
781	581.5088371
782	581.1630658
783	580.9011507
784	580.6873698
785	580.412536
786	580.1805758
787	579.725111
788	579.5151532
789	579.2775935
790	579.2034401
791	578.9284395
792	578.754538
793	578.6942164
794	578.5006986
795	578.3667537
796	578.0859478
797	577.5287197
798	577.3586946
799	576.9722937
800	576.6904902
801	576.2659702
802	576.2065805
803	575.9875002
804	575.8958578
805	575.3558843
806	575.2990947
807	575.1338828
808	574.4390665
809	574.3837454
810	574.1387172
811	574.0737523
812	573.6297403
813	573.4695703
814	573.1343033
815	572.9837527
816	572.9296833
817	572.4061209
818	572.3443227
819	572.2929855
820	572.2343338
821	572.0806015
822	571.853468
823	571.5651337
824	571.5299192
825	571.1205692
826	571.0639453
827	570.7721147
828	570.3551126
829	569.9511734
830	569.9039872
831	569.3919191
832	568.8963968
833	568.5634332
834	568.2266779
835	568.1807548
836	567.9606631
837	567.2248536
838	566.9069285
839	566.8539848
840	566.5404195
841	565.5407691
842	565.1200728
843	564.9681976
844	564.9375299
845	564.7212594
846	564.2359719
847	564.0436783
848	563.6200094
849	563.3588148
850	563.0478721
851	562.8470691
852	562.7049547
853	562.4987016
854	561.6878238
855	561.4856013
856	561.2933394
857	561.1049702
858	560.9094045
859	560.5289653
860	560.3132501
861	560.1246157
862	559.9871638
863	559.6626905
864	559.3940934
865	559.2124756
866	559.0321387
867	558.7200281
868	558.3079065
869	558.1762099
870	557.6653518
871	557.0882625
872	556.9163166
873	556.2630102
874	556.2049906
875	555.836501
876	555.3572079
877	555.0985519
878	554.5435534
879	554.4117749
880	554.3490041
881	554.1204071
882	553.994768
883	553.7605224
884	553.4616917
885	553.2958579
886	553.1361185
887	553.0345866
888	552.8238499
889	552.7431572
890	552.3744704
891	552.1351925
892	551.976017
893	551.2913586
894	550.8794719
895	550.6299223
896	550.5781969
897	550.4599814
898	550.0935887
899	549.4279642
900	549.3043681
901	548.8887228
902	548.5857112
903	548.2598891
904	548.1297822
905	547.9033992
906	547.4507987
907	547.2863895
908	546.8879177
909	546.3190808
910	546.1052917
911	545.892345
912	545.7830558
913	545.5653012
914	545.4540568
915	545.3116528
916	545.0912479
917	544.5078671
918	544.2007288
919	544.0124458
920	543.1938045
921	542.9126221
922	542.6943613
923	542.5596494
924	541.8135458
925	541.6876352
926	541.561299
927	541.216346
928	540.8832364
929	540.753759
930	540.2997284
931	540.1616731
932	539.9696378
933	539.8410579
934	539.6501389
935	539.3797317
936	539.0563777
937	538.8360967
938	538.7156558
939	538.2873537
940	538.1607625
941	538.0396214
942	537.8323955
943	537.3535347
944	537.243994
945	537.1312378
946	537.0091225
947	536.6615048
948	536.5615926
949	536.4066925
950	536.2715089
951	536.0885942
952	535.8626235
953	535.8090197
954	535.5028063
955	535.2885721
956	535.1792204
957	535.0123288
958	534.9338974
959	534.7899853
960	534.6494005
961	534.4128641
962	534.1636397
963	534.0621417
964	533.3618993
965	533.2126642
966	533.0960254
967	532.8819108
968	532.6292553
969	532.1852686
970	531.660449
971	531.3313158
972	531.2335187
973	530.861941
974	530.59728
975	530.4856981
976	530.3751281
977	530.1042977
978	529.6846665
979	529.4180057
980	529.0577047
981	528.832362
982	528.5384575
983	528.0307689
984	527.7472368
985	527.6998426
986	527.5133033
987	527.3184021
988	526.935153
989	526.6705481
990	526.5773176
991	526.0947509
992	525.6945156
993	525.617851
994	525.5228874
995	525.2274293
996	525.1226439
997	524.846435
998	524.5580552
999	524.2939479
6
494
